board_state,pawn_move,before_eval,after_eval,eval_change
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,33,27,-6
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,e4d5,38,16,-22
rn1q1rk1/pp3ppp/2pb1n2/3p2B1/3P2b1/2NB4/PPPQNPPP/R3K2R w KQ - 4 9,f2f3,50,49,-1
rn3rk1/6pp/2pq1np1/3p4/p2P4/1p3PN1/PPPQR1PP/2KN3R w - - 0 18,a2a3,-90,-97,7
4n1k1/6pp/n2q2p1/Q1pp4/p2P4/Pp3PN1/1PP3PP/2KN4 w - - 0 23,d4c5,69,-3,-72
8/6pk/6p1/3q3p/8/P4P2/KP4QP/8 w - - 6 40,b2b3,30,29,-1
8/6p1/7k/3q2pp/8/PP3P2/1K4QP/8 w - - 0 42,b3b4,46,-15,-61
8/6p1/6k1/7p/1P4p1/P4q2/1K1Q3P/8 w - - 2 45,a3a4,-14,-43,29
8/6p1/6k1/8/PP4pp/5q2/1K1Q3P/8 w - - 0 46,a4a5,-32,-9,-23
8/6p1/6k1/P7/1P5p/5qp1/1K1Q3P/8 w - - 0 47,h2g3,-10,-15,5
8/6p1/5k2/P7/1P6/6p1/1K6/8 w - - 0 51,a5a6,0,0,0
8/6p1/P4k2/8/1P6/8/1K4p1/8 w - - 0 52,a6a7,0,0,0
8/P5p1/5k2/8/1P6/8/1K6/6q1 w - - 0 53,a7a8q,0,0,0
8/8/2K2k2/6p1/1P6/8/8/8 w - - 0 63,b4b5,0,0,0
8/8/2K2k2/1P6/6p1/8/8/8 w - - 0 64,b5b6,0,0,0
8/8/1PK2k2/8/8/6p1/8/8 w - - 0 65,b6b7,0,0,0
8/1P6/2K2k2/8/8/8/6p1/8 w - - 0 66,b7b8q,0,0,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,18,16,-2
rnbqkbnr/pp1ppppp/8/2p5/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,d4d5,65,66,1
rn1qkbnr/pp2pppp/3p4/2pP4/6b1/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 4,e2e3,94,77,-17
rn1qkb1r/pp3ppp/3ppn2/2pP4/6b1/4PN2/PPP1BPPP/RNBQK2R w KQkq - 0 6,d5e6,56,5,-51
r2qkb1r/pp3ppp/2npbn2/2p5/8/4PN2/PPP1BPPP/RNBQ1RK1 w kq - 2 8,b2b3,35,-6,-41
r2q1rk1/pp2bppp/2npbn2/2p5/8/1P2PN2/PBP1BPPP/RN1Q1RK1 w - - 3 10,c2c4,0,-2,-2
r2q1rk1/pp2bppp/3pbn2/2p5/1nP5/1P2PN2/PB2BPPP/RN1Q1RK1 w - - 1 11,a2a3,77,116,39
r2q1rk1/pp2bpp1/2npbn1p/2p5/2P5/PPN1PN2/1B2BPPP/R2Q1RK1 w - - 0 13,h2h3,112,75,-37
8/5ppk/pp2r2p/2pR4/2P4n/PP2P2P/5PP1/4NK2 w - - 0 37,g2g3,294,277,-17
8/5ppk/ppn1r2p/2p5/2P5/PP1RPNPP/5P2/5K2 w - - 5 40,g3g4,231,237,6
8/5p1k/pp4pp/2p1n3/2P3P1/PP2P2P/3NKP2/8 w - - 0 47,f2f4,245,219,-26
8/5pk1/ppn3pp/2p5/2P2PP1/PP2PN1P/4K3/8 w - - 3 49,h3h4,181,176,-5
8/8/pp1k1N1p/n1p5/2P2pPP/PPK1P3/8/8 w - - 0 57,e3f4,432,443,11
8/8/p3k2p/nppN4/2P2PPP/PPK5/8/8 w - - 0 59,c4b5,468,466,-2
8/8/8/1pp1Nk2/3n1P1P/PPK5/8/8 w - - 3 65,h4h5,360,260,-100
8/8/8/1pp1N2P/3n1k2/PPK5/8/8 w - - 0 66,h5h6,533,525,-8
8/8/7P/1pp1Nn2/5k2/PPK5/8/8 w - - 1 67,h6h7,562,587,25
8/7P/8/1pp1kn2/8/PPK5/8/8 w - - 0 68,h7h8q,609,653,44
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,28,13,-15
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,c2c4,18,20,2
rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5,e2e4,18,-21,-39
rn1qkb1r/pp3ppp/2p1pnb1/6B1/3PP3/2N2N2/PP2BPPP/R2QK2R w KQkq - 2 9,e4e5,341,347,6
rn1qkb1r/pp3pp1/2p1pnbp/4P1B1/3P4/2N2N2/PP2BPPP/R2QK2R w KQkq - 0 10,e5f6,340,-15,-355
rn1qkb1r/pp3pp1/2p1pPb1/6p1/3P4/2N2N2/PP2BPPP/R2QK2R w KQkq - 0 11,f6g7,0,-95,-95
r3k2r/ppqn1pb1/2p1p1b1/6p1/3P4/2N2N2/PP1QBPPP/R4RK1 w kq - 4 14,g2g3,-64,-56,-8
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,24,23,-1
rnbqkbnr/p2ppppp/1p6/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,c2c3,85,24,-61
r1bqkbnr/p2ppppp/1pn5/2p5/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,d2d4,166,156,-10
r2qkbnr/5ppp/pp1pp3/1b6/2pPP3/2P1BN2/PP1N1PPP/R2QR1K1 w kq - 0 11,e4e5,305,83,-222
r2qkbnr/5ppp/pp2p3/1b1pP3/2pP4/2P1BN2/PP1N1PPP/R2QR1K1 w kq - 0 12,b2b3,82,27,-55
r3kbnr/3q1ppp/pp2p3/1b1pP3/2pP4/1PP1BN2/P2N1PPP/R2QR1K1 w kq - 1 13,a2a4,168,174,6
r3kbnr/3q1ppp/ppb1p3/3pP3/P1pP4/1PP1BN2/3N1PPP/R2QR1K1 w kq - 1 14,b3c4,189,181,-8
1r2k1nr/3qbppp/p1b1p3/1p2P3/P1NP4/2P1BN2/2Q2PPP/R3R1K1 w k - 0 18,a4b5,227,216,-11
1r2k1nr/3qbppp/2b1p3/4P3/1p1P4/2P1BN2/2QN1PPP/R3R1K1 w k - 0 20,c3b4,275,235,-40
1r3rk1/3qb1pp/4p3/1b2p3/3P4/1R2Q3/2NN1PPP/1R4K1 w - - 0 30,d4e5,85,44,-41
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,20,-5
rnbqk1nr/pppp1ppp/8/2bNp3/4P3/8/PPPP1PPP/R1BQKBNR w KQkq - 4 4,c2c3,58,30,-28
rnb1k2r/pppp1ppp/5q2/2b1p3/4P3/2P5/PP1P1PPP/R1BQKBNR w KQkq - 0 6,f2f3,-7,-103,96
rnb2rk1/ppp2ppp/3p1q2/2b1p3/2B1P3/2P2P2/PP1P2PP/R1BQK1NR w KQ - 0 8,b2b4,-74,-129,55
rnb2rk1/ppp2ppp/1b1p1q2/4p3/1PB1P3/2P2P2/P2P2PP/R1BQK1NR w KQ - 1 9,a2a4,-135,-133,-2
rnb2rk1/1pp2ppp/pb1p1q2/4p3/PPB1P3/2P2P2/3P2PP/R1BQK1NR w KQ - 0 10,a4a5,-75,-76,1
rnb2rk1/bpp2ppp/p2p1q2/P3p3/1PB1P3/2P2P2/3P2PP/R1BQK1NR w KQ - 1 11,d2d3,-68,-67,-1
r4rk1/bpp2ppp/p1np4/P3p1B1/1Pb1P3/2PP1P2/6PP/R3K1NR w KQ - 0 15,d3c4,-52,-68,16
r4rk1/b1p2pp1/p2p2np/p3p3/1PP1P3/2P2PN1/3B2PP/2KR3R w - - 0 20,b4a5,-35,-31,-4
8/8/k4p2/P5pp/1KP1Pp2/2P2P2/6PP/8 w - - 0 40,c4c5,551,670,119
8/8/k4p2/P1P4p/1K2Ppp1/2P2P2/6PP/8 w - - 0 41,f3g4,769,503,-266
8/8/k4p2/P1P5/1K2Ppp1/2P5/6PP/8 w - - 0 42,c3c4,508,-504,-1012
8/8/k4p2/P1P5/1KP1P1p1/5p2/6PP/8 w - - 0 43,g2f3,-508,-521,13
8/8/k4p2/P1P5/1KP1P3/5p2/7P/8 w - - 0 44,c5c6,-535,-553,18
8/k7/2P2p2/P7/1KP1P3/5p2/7P/8 w - - 1 45,c6c7,-468,-528,60
8/2k5/5p2/PK6/2P1P3/5p2/7P/8 w - - 0 47,a5a6,-594,-607,13
1k6/8/P4p2/1K6/2P1P3/5p2/7P/8 w - - 1 48,c4c5,-537,-572,35
1k6/8/PK3p2/2P5/4P3/8/7P/5q2 w - - 0 50,a6a7,-598,-608,10
k7/P7/1K3p2/2P5/4P3/8/7P/5q2 w - - 1 51,c5c6,-573,-588,15
k7/P7/K1P2p2/2q5/4P3/8/7P/8 w - - 11 57,h2h4,-704,-731,27
8/k7/2q2p2/K7/4P2P/8/8/8 w - - 0 59,h4h5,-752,-1444,692
8/k7/5p2/7P/4q3/K7/8/8 w - - 0 62,h5h6,-1525,-1451,-74
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,25,30,5
rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,d2d3,-11,-31,20
rnbqkbnr/pp3ppp/4p3/2pp4/2B1P3/3P4/PPP2PPP/RNBQK1NR w KQkq - 0 4,e4e5,-35,-443,408
rnbqkbnr/pp3ppp/4p3/2p1P3/2p5/3P4/PPP2PPP/RNBQK1NR w KQkq - 0 5,d3c4,-490,-584,94
r1b1kbnr/pp4pp/2n1pp2/2p1P3/2P5/5N2/PPP2PPP/RNBK3R w kq - 0 8,e5f6,-502,-565,63
r1b2rk1/pp4pp/4p3/2p3B1/2Pn4/2n1K3/PPP3PP/R7 w - - 0 18,b2c3,-945,-961,16
r3r1k1/pp4pp/8/2B1pb2/2P5/2P5/P2K2PP/n7 w - - 1 23,g2g4,-965,-995,30
r3r1k1/pp4pp/6b1/2B1p3/2P3P1/2P5/P2K3P/n7 w - - 1 24,h2h3,-986,-1019,33
r3r1k1/pp4pp/6b1/2B1p3/2P3P1/2P4P/P1nK4/8 w - - 1 25,h3h4,-1018,-1015,-3
r3r1k1/pp4p1/6bp/2B1p3/2P3PP/2P5/P1nK4/8 w - - 0 26,h4h5,-1006,-1019,13
r3r1k1/pp4pb/7p/4p2P/1nP3P1/2P5/P2K4/8 w - - 0 28,c3b4,-954,-953,-1
1r1r2k1/p5pb/7p/Kp5P/1Pq3P1/8/8/8 w - - 2 39,g4g5,-10000,-10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,30,16,-14
rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,e2e4,35,29,-6
r1bqkbnr/pp1n1ppp/2pp4/4p3/B2PP3/8/PPP2PPP/RNBQK1NR w KQkq - 0 5,d4d5,-4,-88,84
r1bqkb1r/3n1ppp/p2p1n2/1p1Pp1B1/4P2Q/1p3N2/PPP2PPP/RN2K2R w KQkq - 0 11,a2b3,-470,-513,43
r1bqkb1r/3n1pp1/p2p1n1p/1p1Pp1B1/4P2Q/1P3N2/1PP2PPP/RN2K2R w KQkq - 0 12,c2c4,-480,-476,-4
r1bqkb1r/3n1pp1/p2p1n1p/3Pp1B1/2p1P2Q/1P3N2/1P3PPP/RN2K2R w KQkq - 0 13,b3c4,-494,-493,-1
r1bqkb1r/3n1p2/p2p1npp/3Pp1B1/2P1P2Q/5N2/1P3PPP/RN2K2R w KQkq - 0 14,b2b4,-428,-433,5
r1bq1rk1/5pb1/p2p1n2/3Pp3/1PP5/N3Q3/5PPP/R4RK1 w - - 2 21,f2f4,-550,-585,35
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,f2f3,19,-76,-95
rnbqkbnr/pp1ppppp/2p5/8/8/5P2/PPPPP1PP/RNBQKBNR w KQkq - 0 2,e2e4,7,9,2
rnbqkbnr/p2ppppp/1pp5/8/4P3/5P2/PPPP2PP/RNBQKBNR w KQkq - 0 3,d2d4,68,62,-6
rn1qk1nr/1b1p1ppp/pppbp3/8/3PP3/4BPN1/PPP1B1PP/RN1Q1RK1 w kq - 2 9,c2c4,227,190,-37
rn1qk1nr/1b1p1ppp/ppp1p3/8/2PPP3/4BPb1/PP2B1PP/RN1Q1RK1 w kq - 0 10,h2g3,190,191,1
rn2k1nr/1b2qpp1/ppppp3/8/2PPP3/3Q1Pp1/PP2B1P1/RN2BRK1 w kq - 2 16,f3f4,60,-10000,-10060
b7/3nn1k1/ppppp1p1/5p2/2PPPP2/2N2B2/PP1B1KP1/7R w - - 0 30,g2g4,739,696,-43
8/4k3/ppB5/6p1/2PPPP2/2N5/PP1B1K2/8 w - - 1 40,d4d5,997,957,-40
8/8/ppBk4/3P2p1/2P1PP2/2N5/PP1B1K2/8 w - - 1 41,f4g5,993,1000,7
8/8/ppB5/2kP2P1/2P1P3/2N5/PP1B1K2/8 w - - 1 42,g5g6,1041,1127,86
8/8/ppB3P1/3P4/2k1P3/2N5/PP1B1K2/8 w - - 0 43,g6g7,10000,10000,0
8/6P1/ppB5/3P4/3kP3/2N5/PP1B1K2/8 w - - 1 44,g7g8q,10000,10000,0
8/8/p1B5/3P4/p3P3/8/kPQ2K2/8 w - - 0 52,b2b3,10000,10000,0
8/8/p1B5/3P4/p3P3/kP6/2Q2K2/8 w - - 1 53,b3a4,10000,10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,28,27,-1
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,d2d4,25,5,-20
r1bqkbnr/ppp2ppp/2np4/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,d4e5,77,49,-28
r1b1kb1r/ppp2ppp/5n2/4p3/2B1P3/8/PPP2PPP/RNB2RK1 w - - 4 9,f2f3,7,-22,-29
r1b2k1r/pppn1p1p/3b2p1/4p1B1/2B1P3/2N2P2/PPP3PP/3R1RK1 w - - 0 13,f3f4,216,114,-102
r1b4r/pppn1pkp/3b2p1/4p1B1/2B1PP2/2N5/PPP3PP/3R1RK1 w - - 1 14,f4f5,311,62,-249
r1b1r3/pppn1pkp/3b2p1/4pPB1/2B1P3/2N5/PPP3PP/3R1RK1 w - - 1 15,f5f6,258,299,41
2r1r3/7R/4kPpB/1p2p3/p3b3/4N3/PPP3PP/5RK1 w - - 1 26,f6f7,729,719,-10
2rr4/5P1R/4k1pB/1p2p3/p3b3/4N3/PPP3PP/5RK1 w - - 1 27,f7f8q,912,909,-3
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,18,19,1
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,29,5,-24
r1bqkbnr/1p1ppppp/p1n5/8/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 5,c2c3,8,-37,-45
r1bq1rk1/1p2ppbp/p1np1np1/8/2B1P3/2P2N2/PP1N1PPP/R1BQ1RK1 w - - 0 10,a2a3,-21,-53,32
r2q1rk1/1p2ppbp/p1np1np1/8/2B1P1b1/P1P2N2/1P1N1PPP/R1BQ1RK1 w - - 1 11,h2h3,-15,-35,20
r3r3/4ppk1/p1qp1np1/1p6/3Q4/P1P2N1P/1P3PP1/3RR1K1 w - - 2 24,g2g4,-2,-227,225
1rr5/5pk1/p3pnp1/1p1p4/3N2P1/P1P1R1KP/1P3P2/4R3 w - - 4 30,f2f4,-26,-75,49
1rr5/5pk1/4p1p1/pp1p4/3NnPP1/P1P1RK1P/1P6/4R3 w - - 0 32,h3h4,-92,-119,27
1r5r/5pk1/4p1p1/p2p4/1p1NnPPP/P1P1RK2/1P6/7R w - - 0 34,a3b4,-96,-118,22
r6r/5pk1/4p1p1/3p4/1N3PPP/2P4R/1n2K3/7R w - - 0 39,h4h5,-36,-34,-2
r6r/5pk1/4p3/3p3p/1N3PP1/2P4R/1n2K3/7R w - - 0 40,g4h5,-33,-42,9
r7/5p2/4pk1r/3pn2P/5P2/2P3R1/4K3/7R w - - 0 44,f4e5,-247,-221,-26
8/8/4p3/8/3K4/2P2pk1/8/8 w - - 0 60,c3c4,-516,-544,28
8/8/4p3/8/2PK4/6k1/5p2/8 w - - 0 61,c4c5,-540,-802,262
8/8/4p3/2P5/3K4/6k1/8/5q2 w - - 0 62,c5c6,-958,-1045,87
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,20,17,-3
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,22,23,1
rnbqkb1r/pp2pppp/5n2/2p5/2pP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,d4d5,64,45,-19
rn1qkb1r/pp3ppp/4pn2/2pP1bB1/2p5/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,e2e4,264,267,3
rn1qkb1r/pp3ppp/5n2/2pp1bB1/2p1P3/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 8,e4e5,421,2,-419
7r/p3b1pp/1k6/1ppQ4/8/8/PP3PPP/R2R2K1 w - - 2 23,a2a4,1030,1043,13
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,c2c4,24,-8,-32
rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3,f2f3,7,-117,-124
rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/2N2P2/PP1PP1PP/R1BQKBNR w KQkq - 0 4,c4d5,-104,-103,-1
rnbqkb1r/ppp2ppp/8/3np3/8/2N2P2/PP1PP1PP/R1BQKBNR w KQkq - 0 5,e2e4,-109,-122,13
r1bqkb1r/ppp2ppp/2n2n2/4p3/4P3/2N2P2/PP1PN1PP/R1BQKB1R w KQkq - 3 7,b2b3,-128,-172,44
r2q1rk1/1pp1bppp/p1n1bn2/4p3/4P3/1PN2P2/PB1PN1PP/R2QKB1R w KQ - 2 11,g2g3,-212,-241,29
r2q1rk1/1pp1bppp/p3bn2/4p3/1n2P3/1PN2PP1/PB1PN2P/R2QKB1R w KQ - 1 12,a2a3,-228,-10000,9772
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,28,28,0
rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e4e5,66,-9,-75
rn1qkbnr/ppp1pppp/4b3/3pP3/8/8/PPPP1PPP/RNBQKBNR w KQkq - 1 3,d2d4,47,62,15
rn2kbnr/ppq1pppp/2p1b3/3pP3/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 2 5,c2c3,118,88,-30
rn2kbnr/ppq1p1pp/2p1bp2/3pP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,e5f6,137,35,-102
rn1k3r/pp2p1p1/2p2qNp/3p3Q/3Pn3/2P5/PP3PPP/RNB1KB1R w KQ - 5 12,f2f3,857,854,-3
r2k4/pp2p1p1/2p1r3/3pn1p1/3P4/2PB1P2/PP1N2PP/2KR3R w - - 0 19,d4e5,719,712,-7
r7/pp4p1/2pkB3/3p2p1/8/2P2P2/PP1N2PP/2K1R3 w - - 1 24,c3c4,748,572,-176
7r/pp4p1/2pkB3/3p2p1/2P5/5P2/PP1N2PP/2K1R3 w - - 1 25,c4d5,719,701,-18
8/pp4p1/2pkB3/3P2p1/8/5P2/PP1N2Pr/2K1R3 w - - 0 26,d5c6,787,725,-62
8/p5p1/1kp1B3/6p1/4N3/5P2/PP4Pr/2KR4 w - - 4 29,a2a4,753,667,-86
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,29,20,-9
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,21,18,-3
rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,e2e3,27,25,-2
rnbqkbnr/p1p1pppp/8/1p6/2pP4/4P3/PP3PPP/RNBQKBNR w KQkq - 0 4,a2a4,84,82,-2
rnbqkbnr/p3pppp/2p5/1p6/P1pP4/4P3/1P3PPP/RNBQKBNR w KQkq - 0 5,a4b5,185,192,7
rnbqkbnr/p3pppp/8/1p6/2pP4/4P3/1P3PPP/RNBQKBNR w KQkq - 0 6,b2b3,330,33,-297
rnb1kbnr/p1q1pppp/8/1p6/2pP4/1P2P3/5PPP/RNBQKBNR w KQkq - 1 7,b3c4,88,45,-43
r4knr/p2b1ppp/2n5/4p3/2BP4/4P3/5PPP/RN2K1NR w KQ - 0 13,d4d5,100,94,-6
3r1k1r/R4ppp/8/4p3/8/2K1Pb2/5PPP/7R w - - 0 22,g2f3,-21,-17,-4
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,26,18,-8
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,c2c4,17,18,1
rnbqkb1r/ppp1pppp/5n2/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,e2e3,22,25,3
rnbqkb1r/p1p1pppp/5n2/1p6/2pP4/4PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,a2a4,28,22,-6
rnbqkb1r/2p1pppp/p4n2/1p6/P1pP4/4PN2/1P3PPP/RNBQKB1R w KQkq - 0 6,a4b5,190,132,-58
r1bq1rk1/2pn1ppp/p3pn2/1P6/2BP4/4PN2/1P1N1PPP/R2Q1RK1 w - - 3 11,b5a6,369,358,-11
r1b2rk1/2p2ppp/P1Nqp3/3nn3/Q2P4/4P3/1P2BPPP/3R1RK1 w - - 0 19,d4e5,413,390,-23
r1b2rk1/2p2ppp/PqN1p3/3nP3/Q7/4P3/1P2BPPP/2R2RK1 w - - 3 21,e3e4,331,25,-306
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,27,25,-2
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,32,6,-26
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,d4c5,42,6,-36
rnbqk1nr/pp1p1ppp/4p3/2b5/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,e4e5,11,-56,-67
r1bqk1nr/pp1p1ppp/4p3/2b1n3/2B5/8/PPP2PPP/RNBQK1NR w KQkq - 0 6,b2b3,-237,-405,168
r1b1k1nr/pp1p1ppp/1q2p3/8/2n5/1P3N2/P1P2bPP/RNBQ1K1R w kq - 0 9,b3c4,-373,-366,-7
r1b1k1nr/pp3ppp/1q2p3/2bp4/2P5/2N2N2/P1P3PP/R1BQ1K1R w kq - 0 11,g2g3,-311,-425,114
r1b2rk1/pp4pp/4p3/1q3p2/2N2b2/6P1/PBP4P/5K1R w - - 0 22,g3f4,-1057,-1084,27
r4rk1/pp4pp/4p3/5pK1/5P2/8/P6q/7b w - - 0 29,a2a4,-10000,-10000,0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,22,28,6
rnbqkbnr/pppppp1p/6p1/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,63,58,-5
rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,e4e5,62,-31,-93
rnbqk1nr/ppp1ppbp/3p2p1/4P3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,f2f4,-36,-50,14
rnbqk1nr/ppp1ppbp/6p1/4p3/3P1P2/8/PPP3PP/RNBQKBNR w KQkq - 0 5,f4e5,-52,-83,31
rnbqk1r1/ppp1p1bp/6p1/4p3/3P4/8/PPP3PP/RNBQK1NR w KQq - 0 8,d4d5,-185,-188,3
2kr2r1/Bp2p2p/4N1p1/8/4p3/2b5/PP4PP/n4RK1 w - - 0 19,b2c3,-131,-321,190
k1r5/4R3/8/1K6/1B6/2P5/8/8 w - - 7 52,c3c4,522,531,9
k1r5/4R3/8/8/KBP5/8/8/8 w - - 3 54,c4c5,559,500,-59
k1r5/4R3/8/1KP5/1B6/8/8/8 w - - 3 56,c5c6,656,839,183
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,26,23,-3
rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,f2f4,27,-6,-33
rnbqkbnr/pp2pppp/2p5/3p4/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,e4e5,-2,-35,33
rnbqk1nr/pp2bppp/2p1p3/3pP3/5P2/5N2/PPPP2PP/RNBQKB1R w KQkq - 2 5,d2d4,35,39,4
rn1qk1nr/pp1bb1pp/2p1pp2/3pP3/3P1P2/3B1N2/PPP3PP/RNBQK2R w KQkq - 2 7,c2c3,130,106,-24
rn1qk1nr/pp1bb1pp/4p3/3pp3/2pP1P2/2P1BN2/PPB3PP/RN1QK2R w KQkq - 0 10,f4e5,158,138,-20
2kr2nr/pp1bq1p1/2n1p2p/3pP3/2pP4/2P1QN2/PPBN2PP/2KR1R2 w - - 5 16,g2g3,161,131,-30
1kr3nr/pp2q1p1/2n1p1Bp/3pP3/2pP4/2P1Q1P1/PP1N3P/2KR1R2 w - - 1 20,h2h4,226,136,-90
1kr4r/ppq3p1/2n1p1Bn/3pP3/2pP3P/2P2QP1/PP1N4/2KR3R w - - 5 25,g3g4,169,154,-15
1kr4r/pp4p1/2n1p1Bn/1q1pP3/2pP2PP/2P2Q2/PP1N4/1K1R3R w - - 3 27,g4g5,240,174,-66
1kr4r/1p4p1/2n1p1Bn/pq1pP1P1/2pP3P/2P2Q2/PP1N4/1K1R3R w - - 0 28,g5h6,394,382,-12
1kr4r/1p6/2n1Q1Bp/1q1pP3/2pP3P/p1P5/PP1N4/1K1R3R w - - 0 31,b2b3,486,281,-205
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,23,23,0
r1bqkbnr/p1pppppp/1pn5/8/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,c2c3,134,106,-28
rnbqkbnr/p1pppppp/1p6/8/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq - 1 4,d2d4,154,146,-8
rnbqkbnr/p1ppppp1/1p6/7p/3PP3/2PB1N2/PP3PPP/RNBQ1RK1 w kq - 0 7,e4e5,332,300,-32
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,e2e4,23,25,2
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,d2d4,26,23,-3
r1b1k1nr/p2p1ppp/2p1pq2/2b5/4P1Q1/2N5/PPP2PPP/R1B1KB1R w KQkq - 2 8,f2f4,72,48,-24
